per_min_fee,seed,request_id,origin_sta,destination_sta,drop-off-fee,rental_fee,total_payment,operation_cost
0.2,0,t559,11,14,2,3.6,5.6,1.462
0.2,0,t1104,16,14,2,1.8,3.8,0.87
0.2,0,t789,5,2,-1,2.4000000000000004,1.4000000000000004,0.918
0.2,0,t491,14,1,-1,2.8000000000000003,1.8000000000000003,1.2000000000000002
0.2,0,t1184,19,4,2,2.8000000000000003,4.800000000000001,1.62
0.2,0,t1264,17,15,0,4.4,4.4,1.54
0.2,0,t206,7,14,2,2.8000000000000003,4.800000000000001,1.242
0.2,0,t1143,19,11,2,2.0,4.0,1.02
0.2,0,t62,13,1,0,3.2,3.2,1.2846000000000002
0.2,0,t820,15,13,2,3.8000000000000003,5.800000000000001,1.558
0.2,0,t613,3,19,2,4.800000000000001,6.800000000000001,2.5100000000000002
0.2,0,t952,1,3,-1,2.8000000000000003,1.8000000000000003,1.176
0.2,0,t504,14,0,0,4.0,4.0,1.6480000000000001
0.2,0,t395,9,7,2,2.0,4.0,0.772
0.2,0,t1432,10,0,1,3.2,4.2,1.1826
0.2,0,t1168,19,13,-1,5.0,4.0,2.692
0.2,0,t1372,10,14,-1,3.4000000000000004,2.4000000000000004,1.576
0.2,0,t1398,10,13,2,4.4,6.4,2.108
0.2,0,t503,14,10,0,3.6,3.6,1.6320000000000001
0.2,0,t202,7,2,2,3.0,5.0,1.4260000000000002
0.2,0,t926,1,19,0,2.2,2.2,1.4160000000000001
0.2,0,t1163,19,10,1,3.0,4.0,1.3920000000000001
0.2,0,t79,6,13,-1,4.800000000000001,3.8000000000000007,1.9100000000000001
0.2,0,t1394,10,0,1,3.2,4.2,1.1826
0.2,0,t1149,19,5,1,2.4000000000000004,3.4000000000000004,0.986
0.2,0,t741,5,13,1,4.2,5.2,1.6520000000000001
0.2,0,t1221,17,3,2,2.4000000000000004,4.4,1.076
0.2,0,t584,11,0,2,3.8000000000000003,5.800000000000001,1.616
0.2,0,t1180,19,14,2,2.2,4.2,0.8580000000000001
0.2,0,t1204,19,0,2,4.0,6.0,2.074
0.2,0,t498,14,17,-1,5.6000000000000005,4.6000000000000005,2.402
0.2,0,t421,9,17,1,2.2,3.2,0.758
0.2,0,t67,13,19,2,5.0,7.0,2.656
0.2,0,t577,11,17,2,4.0,6.0,1.9260000000000002
0.2,0,t1516,0,6,-1,3.6,2.6,1.22
0.2,0,t207,7,14,2,2.8000000000000003,4.800000000000001,1.242
0.2,0,t1428,10,17,2,3.4000000000000004,5.4,1.6
0.2,0,t1504,0,19,2,3.8000000000000003,5.800000000000001,1.9800000000000002
0.2,0,t720,4,5,0,2.8000000000000003,2.8000000000000003,1.502
0.2,0,t742,5,13,1,4.2,5.2,1.6520000000000001
0.2,0,t1455,0,5,-1,2.8000000000000003,1.8000000000000003,0.97
0.2,0,t1179,19,14,2,2.2,4.2,0.8580000000000001
0.2,0,t403,9,11,-1,2.6,1.6,1.348
0.2,0,t745,5,7,-1,1.6,0.6000000000000001,0.588
0.2,0,t228,7,8,1,3.2,4.2,1.3840000000000001
0.2,0,t210,7,3,1,3.6,4.6,1.7000000000000002
0.2,0,t502,14,10,0,3.6,3.6,1.6320000000000001
0.2,0,t1234,17,19,1,5.2,6.2,2.5860000000000003
0.2,0,t444,9,3,1,2.8000000000000003,3.8000000000000003,1.068
0.2,0,t454,9,18,0,3.2,3.2,1.8264
0.2,0,t1546,0,8,-1,2.8000000000000003,1.8000000000000003,1.066
0.2,0,t659,3,10,2,4.6000000000000005,6.6000000000000005,1.8800000000000001
0.2,0,t772,5,17,2,4.0,6.0,1.4246
0.2,0,t778,5,0,-1,3.0,2.0,1.03
0.2,0,t665,4,6,2,2.6,4.6,1.4080000000000001
0.2,0,t748,5,12,-1,4.4,3.4000000000000004,1.656
0.2,0,t1151,19,15,1,2.8000000000000003,3.8000000000000003,1.1300000000000001
0.2,0,t1183,19,3,1,4.800000000000001,5.800000000000001,2.548
0.2,0,t809,5,19,2,2.2,4.2,0.806
0.2,0,t638,3,11,2,4.800000000000001,6.800000000000001,2.17
0.2,0,t64,13,18,2,2.8000000000000003,4.800000000000001,1.1420000000000001
0.2,0,t213,7,5,2,1.6,3.6,0.634
0.2,0,t40,13,6,0,4.800000000000001,4.800000000000001,1.8840000000000001
0.2,0,t52,13,11,2,5.0,7.0,2.31
0.2,0,t1414,10,4,1,4.0,5.0,2.206
0.2,0,t1142,19,14,2,2.2,4.2,0.8580000000000001
0.2,0,t1257,17,11,2,4.0,6.0,1.8418
0.2,0,t462,9,8,1,2.8000000000000003,3.8000000000000003,1.1
0.2,0,t1138,19,2,1,3.4000000000000004,4.4,1.8420000000000003
0.2,0,t1178,19,9,0,2.8000000000000003,2.8000000000000003,1.7334
0.2,0,t70,13,17,2,3.6,5.6,1.6079999999999999
0.2,0,t1200,19,10,1,3.0,4.0,1.3920000000000001
0.2,0,t409,9,5,-1,1.8,0.8,0.674
0.2,0,t1405,10,2,-1,3.4000000000000004,2.4000000000000004,1.6980000000000002
0.2,0,t232,7,0,0,3.0,3.0,1.226
0.2,0,t562,11,4,2,4.2,6.2,2.118
0.2,0,t1274,17,8,2,2.0,4.0,0.8320000000000001
0.2,0,t73,13,10,2,4.800000000000001,6.800000000000001,2.022
0.2,0,t539,14,8,2,5.4,7.4,2.404
0.2,0,t542,14,10,0,3.6,3.6,1.6320000000000001
0.2,0,t507,14,13,1,5.2,6.2,2.024
0.2,0,t1129,19,13,-1,5.0,4.0,2.692
0.2,0,t484,14,4,2,2.0,4.0,0.802
0.2,0,t195,7,13,0,4.0,4.0,1.85
0.2,0,t620,3,10,2,4.6000000000000005,6.6000000000000005,1.8800000000000001
0.2,0,t1417,10,5,2,2.2,4.2,0.9279999999999999
0.2,0,t1127,16,0,-1,2.4000000000000004,1.4000000000000004,0.8300000000000001
0.2,0,t496,14,19,2,2.0,4.0,0.742
0.2,0,t755,5,11,2,2.6,4.6,0.854
0.2,0,t145,6,19,1,2.0,3.0,0.796
0.2,0,t1321,8,13,2,4.800000000000001,6.800000000000001,1.92
0.2,0,t81,6,7,-1,2.0,1.0,0.8140000000000001
0.2,0,t1279,17,0,2,2.4000000000000004,4.4,0.81
0.2,0,t127,6,9,2,2.8000000000000003,4.800000000000001,0.952
0.2,0,t1194,19,16,2,2.6,4.6,1.478
0.2,0,t1246,17,6,1,5.0,6.0,1.834
0.2,0,t644,3,15,-1,3.8000000000000003,2.8000000000000003,1.436
0.2,0,t655,3,17,2,2.2,4.2,1.018
0.2,0,t731,4,19,1,2.8000000000000003,3.8000000000000003,1.47
0.2,0,t265,12,17,2,3.6,5.6,1.3860000000000001
0.2,0,t770,5,19,2,2.2,4.2,0.806
0.2,0,t128,6,14,1,2.0,3.0,0.668
0.2,1,t1108,16,4,2,1.8,3.8,0.686
0.2,1,t1252,17,2,0,3.4000000000000004,3.4000000000000004,1.36
0.2,1,t1267,17,1,0,3.4000000000000004,3.4000000000000004,1.252
0.2,1,t123,6,12,2,4.800000000000001,6.800000000000001,1.6059999999999999
0.2,1,t1245,17,6,2,5.0,7.0,1.834
0.2,1,t1277,17,10,2,3.4000000000000004,5.4,1.534
0.2,1,t518,14,9,2,3.4000000000000004,5.4,1.4300000000000002
0.2,1,t664,4,13,-1,4.0,3.0,1.4660000000000002
0.2,1,t1118,16,19,2,2.6,4.6,1.2688000000000001
0.2,1,t210,7,3,2,3.6,5.6,1.7000000000000002
0.2,1,t1528,0,3,2,2.4000000000000004,4.4,0.8420000000000001
0.2,1,t1153,19,1,1,2.6,3.6,1.528
0.2,1,t226,7,17,2,4.0,6.0,1.9320000000000002
0.2,1,t675,4,14,-1,2.0,1.0,0.8039999999999999
0.2,1,t780,5,13,2,4.2,6.2,1.6520000000000001
0.2,1,t1197,19,17,0,5.0,5.0,2.474
0.2,1,t694,4,17,-1,4.4,3.4000000000000004,1.8440000000000003
0.2,1,t343,2,17,0,3.0,3.0,1.192
0.2,1,t263,12,19,0,5.2,5.2,2.638
0.2,1,t559,11,14,2,3.6,5.6,1.462
0.2,1,t67,13,19,2,5.0,7.0,2.656
0.2,1,t239,12,7,0,4.4,4.4,1.848
0.2,1,t223,7,19,1,2.0,3.0,0.976
0.2,1,t533,14,16,1,2.0,3.0,0.916
0.2,1,t484,14,4,2,2.0,4.0,0.802
0.2,1,t1505,0,17,2,2.0,4.0,0.638
0.2,1,t1163,19,10,0,3.0,3.0,1.3920000000000001
0.2,1,t1526,0,14,2,4.2,6.2,1.6820000000000002
0.2,1,t118,6,13,2,4.800000000000001,6.800000000000001,1.9100000000000001
0.2,1,t505,14,0,2,4.0,6.0,1.6480000000000001
0.2,1,t1187,19,5,1,2.4000000000000004,3.4000000000000004,0.986
0.2,1,t214,7,5,1,1.6,2.6,0.634
0.2,1,t850,15,17,0,4.0,4.0,1.3900000000000001
0.2,1,t832,15,14,1,2.0,3.0,0.926
0.2,1,t58,13,5,0,4.0,4.0,1.6239999999999999
0.2,1,t830,15,9,2,1.8,3.8,0.6480000000000001
0.2,1,t1186,19,5,1,2.4000000000000004,3.4000000000000004,0.986
0.2,1,t419,9,19,2,2.8000000000000003,4.800000000000001,1.6920000000000002
0.2,1,t1352,8,17,1,2.2,3.2,0.9039999999999999
0.2,1,t637,3,14,0,5.0,5.0,2.102
0.2,1,t1092,16,13,2,3.6,5.6,1.4000000000000001
0.2,1,t1212,17,12,1,3.6,4.6,1.554
0.2,1,t635,3,9,0,3.0,3.0,1.09
0.2,1,t1170,19,6,2,2.4000000000000004,4.4,0.968
0.2,1,t1327,8,12,2,5.0,7.0,1.8556000000000001
0.2,1,t53,13,3,2,2.6,4.6,0.886
0.2,1,t755,5,11,2,2.6,4.6,0.854
0.2,1,t677,4,11,1,4.2,5.2,2.104
0.2,1,t215,7,15,-1,2.2,1.2000000000000002,0.756
0.2,1,t586,3,13,0,2.6,2.6,0.8640000000000001
0.2,1,t749,5,2,1,2.4000000000000004,3.4000000000000004,0.918
0.2,1,t625,3,13,0,2.6,2.6,0.8640000000000001
0.2,1,t1359,10,13,0,4.4,4.4,2.108
0.2,1,t243,12,9,1,3.4000000000000004,4.4,1.1900000000000002
0.2,1,t476,14,2,2,2.8000000000000003,4.800000000000001,1.304
0.2,1,t224,7,19,1,2.0,3.0,0.976
0.2,1,t442,9,11,1,2.6,3.6,1.348
0.2,1,t1254,17,9,2,2.4000000000000004,4.4,0.902
0.2,1,t911,1,11,2,2.0,4.0,1.072
0.2,1,t542,14,10,1,3.6,4.6,1.6320000000000001
0.2,1,t526,14,5,0,2.2,2.2,0.892
0.2,1,t811,5,17,2,4.0,6.0,1.4246
0.2,1,t527,14,15,2,2.0,4.0,0.9140000000000001
0.2,1,t1196,19,17,0,5.0,5.0,2.474
0.2,1,t923,1,16,-1,2.0,1.0,0.6080000000000001
0.2,1,t655,3,17,2,2.2,4.2,1.018
0.2,1,t587,3,6,2,4.6000000000000005,6.6000000000000005,1.752
0.2,1,t574,11,19,2,1.8,3.8,0.984
0.2,1,t965,1,19,1,2.2,3.2,1.4160000000000001
0.2,1,t207,7,14,2,2.8000000000000003,4.800000000000001,1.242
0.2,1,t1426,10,19,1,2.8000000000000003,3.8000000000000003,1.2936
0.2,1,t43,13,7,2,4.2,6.2,1.862
0.2,1,t106,6,19,2,2.0,4.0,0.796
0.2,1,t1479,0,7,2,3.0,5.0,1.064
0.2,1,t837,15,4,-1,2.2,1.2000000000000002,0.788
0.2,1,t847,15,19,2,2.4000000000000004,4.4,0.954
0.2,1,t1138,19,2,0,3.4000000000000004,3.4000000000000004,1.8420000000000003
0.2,1,t479,14,9,2,3.4000000000000004,5.4,1.4300000000000002
0.2,1,t1194,19,16,1,2.6,3.6,1.478
0.2,1,t1141,19,14,1,2.2,3.2,0.8580000000000001
0.2,1,t487,14,5,0,2.2,2.2,0.892
0.2,1,t769,5,19,2,2.2,4.2,0.806
0.2,1,t1264,17,15,2,4.4,6.4,1.54
0.2,1,t391,9,13,2,3.0,5.0,1.2080000000000002
0.2,1,t1282,8,13,-1,4.800000000000001,3.8000000000000007,1.92
0.2,1,t497,14,19,2,2.0,4.0,0.742
0.2,1,t685,4,1,2,2.8000000000000003,4.800000000000001,1.028
0.2,1,t169,7,11,1,1.0,2.0,0.53
0.2,1,t772,5,17,2,4.0,6.0,1.4246
0.2,1,t575,11,19,2,1.8,3.8,0.984
0.2,1,t536,14,19,2,2.0,4.0,0.742
0.2,1,t1417,10,5,2,2.2,4.2,0.9279999999999999
0.2,1,t703,4,13,-1,4.0,3.0,1.4660000000000002
0.2,1,t293,12,15,2,4.0,6.0,1.2824
0.2,1,t55,13,4,2,4.0,6.0,1.4820000000000002
0.2,1,t1256,17,14,2,5.6000000000000005,7.6000000000000005,2.604
0.2,1,t146,6,19,2,2.0,4.0,0.796
0.2,1,t1168,19,13,2,5.0,7.0,2.692
0.2,1,t470,14,6,0,2.0,2.0,0.784
0.2,1,t1107,16,3,0,3.2,3.2,1.2666000000000002
0.2,1,t692,4,19,1,2.8000000000000003,3.8000000000000003,1.47
0.2,1,t407,9,4,2,3.2,5.2,1.2300000000000002
0.2,1,t133,6,4,0,2.6,2.6,1.3
0.2,1,t952,1,3,1,2.8000000000000003,3.8000000000000003,1.176
0.2,1,t331,2,5,2,2.4000000000000004,4.4,0.9119999999999999
0.2,1,t1140,19,9,2,2.8000000000000003,4.800000000000001,1.7334
0.2,1,t1142,19,14,1,2.2,3.2,0.8580000000000001
0.2,1,t1248,17,7,1,4.0,5.0,1.846
0.2,1,t198,7,6,2,2.0,4.0,0.8260000000000001
0.2,1,t211,7,4,0,3.4000000000000004,3.4000000000000004,1.89
0.2,1,t1372,10,14,-1,3.4000000000000004,2.4000000000000004,1.576
0.2,1,t1273,17,19,2,5.2,7.2,2.5860000000000003
0.2,1,t18,13,5,0,4.0,4.0,1.6239999999999999
0.2,1,t1395,10,0,-1,3.2,2.2,1.1826
0.2,1,t231,7,0,-1,3.0,2.0,1.226
0.2,1,t1165,19,0,2,4.0,6.0,2.074
0.2,1,t549,11,6,2,2.8000000000000003,4.800000000000001,1.066
0.2,1,t352,2,13,0,2.6,2.6,0.8160000000000001
0.2,1,t1350,8,19,2,4.6000000000000005,6.6000000000000005,2.3280000000000003
0.2,1,t508,14,13,0,5.2,5.2,2.024
0.2,1,t61,13,1,2,3.2,5.2,1.2846000000000002
0.2,1,t1540,0,16,-1,2.6,1.6,0.8720000000000001
0.2,1,t932,1,10,2,2.0,4.0,0.79
0.2,1,t486,14,5,0,2.2,2.2,0.892
0.2,1,t74,13,10,1,4.800000000000001,5.800000000000001,2.022
0.2,1,t1420,10,1,-1,2.0,1.0,0.9420000000000001
0.2,1,t525,14,5,0,2.2,2.2,0.892
0.2,1,t598,3,14,0,5.0,5.0,2.102
0.2,1,t953,1,4,2,3.0,5.0,1.032
0.2,1,t1178,19,9,2,2.8000000000000003,4.800000000000001,1.7334
0.2,1,t770,5,19,2,2.2,4.2,0.806
0.2,1,t206,7,14,2,2.8000000000000003,4.800000000000001,1.242
0.2,1,t684,4,15,0,2.2,2.2,0.786
0.2,1,t425,9,10,2,2.4000000000000004,4.4,0.8900000000000001
0.2,1,t577,11,17,2,4.0,6.0,1.9260000000000002
0.2,1,t52,13,11,1,5.0,6.0,2.31
0.2,1,t888,15,17,0,4.0,4.0,1.3900000000000001
0.2,1,t909,1,14,2,3.0,5.0,1.3760000000000001
0.2,1,t1400,10,6,2,2.6,4.6,1.1580000000000001
0.2,1,t1105,16,11,1,3.6,4.6,1.516
0.2,1,t626,3,6,2,4.6000000000000005,6.6000000000000005,1.752
0.2,1,t835,15,3,1,3.6,4.6,1.412
0.2,1,t599,3,11,2,4.800000000000001,6.800000000000001,2.17
0.2,1,t632,3,2,1,3.0,4.0,0.9640000000000001
0.2,1,t1259,17,3,2,2.4000000000000004,4.4,1.076
0.2,1,t671,4,2,-1,1.8,0.8,0.718
0.2,1,t538,14,17,1,5.6000000000000005,6.6000000000000005,2.402
0.2,1,t1388,10,19,1,2.8000000000000003,3.8000000000000003,1.2936
0.2,1,t1101,16,9,-1,2.2,1.2000000000000002,0.808
0.2,1,t1475,0,13,0,2.8000000000000003,2.8000000000000003,0.9900000000000001
0.2,1,t129,6,14,1,2.0,3.0,0.668
0.2,1,t1257,17,11,2,4.0,6.0,1.8418
0.2,1,t733,4,17,-1,4.4,3.4000000000000004,1.8440000000000003
0.2,1,t1238,17,10,2,3.4000000000000004,5.4,1.534
0.2,1,t1284,8,6,1,4.4,5.4,1.8600000000000003
0.2,1,t469,14,13,0,5.2,5.2,2.024
0.2,1,t1167,19,13,2,5.0,7.0,2.692
0.2,1,t1412,10,3,2,4.2,6.2,1.9600000000000002
0.2,1,t1098,16,12,2,3.4000000000000004,5.4,1.1378000000000001
0.2,1,t1134,19,7,2,2.2,4.2,1.074
0.2,1,t1149,19,5,1,2.4000000000000004,3.4000000000000004,0.986
0.2,1,t373,2,1,0,2.2,2.2,0.862
0.2,1,t1083,16,17,1,3.8000000000000003,4.800000000000001,1.548
0.2,1,t1406,10,2,0,3.4000000000000004,3.4000000000000004,1.6980000000000002
0.2,1,t213,7,5,1,1.6,2.6,0.634
0.2,1,t548,11,6,2,2.8000000000000003,4.800000000000001,1.066
0.2,1,t1180,19,14,1,2.2,3.2,0.8580000000000001
0.2,1,t59,13,15,0,4.0,4.0,1.564
0.2,1,t70,13,17,2,3.6,5.6,1.6079999999999999
0.2,1,t323,2,14,2,2.8000000000000003,4.800000000000001,1.306
0.2,1,t48,13,9,2,3.2,5.2,1.202
0.2,1,t1,13,6,0,4.800000000000001,4.800000000000001,1.8840000000000001
0.2,1,t68,13,19,2,5.0,7.0,2.656
0.2,1,t1403,10,12,2,4.6000000000000005,6.6000000000000005,2.1100000000000003
0.2,1,t926,1,19,1,2.2,3.2,1.4160000000000001
0.2,1,t274,12,13,1,2.0,3.0,0.642
0.2,1,t1172,19,7,2,2.2,4.2,1.074
0.2,1,t1427,10,19,1,2.8000000000000003,3.8000000000000003,1.2936
0.2,1,t638,3,11,2,4.800000000000001,6.800000000000001,2.17
0.2,1,t196,7,13,-1,4.0,3.0,1.85
0.2,1,t144,6,16,0,2.0,2.0,0.7240000000000001
0.2,1,t321,2,9,-1,2.2,1.2000000000000002,0.798
0.2,1,t481,14,11,1,3.6,4.6,1.7356000000000003
0.2,1,t1436,0,13,0,2.8000000000000003,2.8000000000000003,0.9900000000000001
0.2,1,t1490,0,3,2,2.4000000000000004,4.4,0.8420000000000001
0.2,1,t1162,19,10,0,3.0,3.0,1.3920000000000001
0.2,1,t1082,16,17,1,3.8000000000000003,4.800000000000001,1.548
0.2,1,t408,9,5,2,1.8,3.8,0.674
0.2,2,t676,4,14,0,2.0,2.0,0.8039999999999999
0.2,2,t577,11,17,1,4.0,5.0,1.9260000000000002
0.2,2,t1080,16,19,0,2.6,2.6,1.2688000000000001
0.2,2,t1391,10,17,1,3.4000000000000004,4.4,1.6
0.2,2,t1135,19,12,2,5.2,7.2,2.6940000000000004
0.2,2,t1490,0,3,0,2.4000000000000004,2.4000000000000004,0.8420000000000001
0.2,2,t1464,0,19,1,3.8000000000000003,4.800000000000001,1.9800000000000002
0.2,2,t366,2,3,2,2.8000000000000003,4.800000000000001,0.962
0.2,2,t889,15,17,-1,4.0,3.0,1.3900000000000001
0.2,2,t1142,19,14,1,2.2,3.2,0.8580000000000001
0.2,2,t664,4,13,2,4.0,6.0,1.4660000000000002
0.2,2,t776,5,10,0,2.2,2.2,0.828
0.2,2,t226,7,17,2,4.0,6.0,1.9320000000000002
0.2,2,t1104,16,14,1,1.8,2.8,0.87
0.2,2,t777,5,0,-1,3.0,2.0,1.03
0.2,2,t716,4,11,0,4.2,4.2,2.104
0.2,2,t1127,16,0,0,2.4000000000000004,2.4000000000000004,0.8300000000000001
0.2,2,t266,12,8,2,5.0,7.0,1.9280000000000002
0.2,2,t1292,8,9,0,2.8000000000000003,2.8000000000000003,1.1119999999999999
0.2,2,t900,1,6,-1,1.8,0.8,0.606
0.2,2,t1165,19,0,1,4.0,5.0,2.074
0.2,2,t1418,10,15,1,2.6,3.6,0.9880000000000001
0.2,2,t72,13,8,0,4.800000000000001,4.800000000000001,1.954
0.2,2,t1179,19,14,1,2.2,3.2,0.8580000000000001
0.2,2,t1217,17,14,1,5.6000000000000005,6.6000000000000005,2.604
0.2,2,t288,12,3,-1,2.6,1.6,0.8880000000000001
0.2,2,t1506,0,17,1,2.0,3.0,0.638
0.2,2,t625,3,13,2,2.6,4.6,0.8640000000000001
0.2,2,t262,12,19,2,5.2,7.2,2.638
0.2,2,t898,1,13,2,3.2,5.2,1.3068
0.2,2,t49,13,9,0,3.2,3.2,1.202
0.2,2,t207,7,14,1,2.8000000000000003,3.8000000000000003,1.242
0.2,2,t542,14,10,2,3.6,5.6,1.6320000000000001
0.2,2,t659,3,10,2,4.6000000000000005,6.6000000000000005,1.8800000000000001
0.2,2,t440,9,14,2,3.4000000000000004,5.4,1.6440000000000001
0.2,2,t70,13,17,2,3.6,5.6,1.6079999999999999
0.2,2,t69,13,17,2,3.6,5.6,1.6079999999999999
0.2,2,t1397,10,13,1,4.4,5.4,2.108
0.2,2,t558,11,14,-1,3.6,2.6,1.462
0.2,2,t1452,0,4,2,3.4000000000000004,5.4,1.318
0.2,2,t1177,19,9,1,2.8000000000000003,3.8000000000000003,1.7334
0.2,2,t106,6,19,1,2.0,3.0,0.796
0.2,2,t579,11,8,2,3.0,5.0,1.3880000000000001
0.2,2,t526,14,5,2,2.2,4.2,0.892
0.2,2,t3,13,7,1,4.2,5.2,1.862
0.2,2,t536,14,19,2,2.0,4.0,0.742
0.2,2,t38,13,0,0,3.2,3.2,1.014
0.2,2,t742,5,13,0,4.2,4.2,1.6520000000000001
0.2,2,t68,13,19,1,5.0,6.0,2.656
0.2,2,t534,14,16,0,2.0,2.0,0.916
0.2,2,t1267,17,1,0,3.4000000000000004,3.4000000000000004,1.252
0.2,2,t299,12,16,2,3.6,5.6,1.1500000000000001
0.2,2,t941,1,7,0,1.4000000000000001,1.4000000000000001,0.6360000000000001
0.2,2,t497,14,19,2,2.0,4.0,0.742
0.2,2,t590,3,7,2,4.0,6.0,1.7489999999999999
0.2,2,t223,7,19,1,2.0,3.0,0.976
